Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19171,Tama County,Iowa,722.08,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,08083,Montezuma County,Colorado,2039.86,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38057,Mercer County,North Dakota,1112.6,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30007,Broadwater County,Montana,1238.11,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13017,Ben Hill County,Georgia,253.91,Crop,70,4719,dt,74192118000,BTU,18.59,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,51085,Hanover County,Virginia,472.53,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18019,Clark County,Indiana,376.59,Crop,70,4284,dt,67353048000,BTU,11.38,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,16031,Cassia County,Idaho,2580.73,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,42067,Juniata County,Pennsylvania,393.52,Crop,70,80,dt,1191360000,BTU,0.2,14892000,Northeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,16011,Bingham County,Idaho,2120.23,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17137,Morgan County,Illinois,572.45,Crop,70,235637,dt,3.70468E+12,BTU,411.63,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,06047,Merced County,California,1978.65,Crop,70,55432,dt,8.71502E+11,BTU,28.02,15722000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13313,Whitfield County,Georgia,291.06,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30029,Flathead County,Montana,5256.01,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19127,Marshall County,Iowa,573.2,Crop,70,273678,dt,4.30277E+12,BTU,477.46,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13205,Mitchell County,Georgia,513.82,Crop,70,20822,dt,3.27363E+11,BTU,40.52,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17151,Pope County,Illinois,374.53,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,51097,King and Queen County,Virginia,320.08,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,04003,Cochise County,Arizona,6216.57,Crop,70,1167,dt,17378964000,BTU,0.19,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17027,Clinton County,Illinois,503.14,Crop,70,120312,dt,1.89155E+12,BTU,239.12,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01093,Marion County,Alabama,743.57,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30013,Cascade County,Montana,2711.45,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,16063,Lincoln County,Idaho,1205.84,Crop,70,7165,dt,1.12648E+11,BTU,5.94,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18097,Marion County,Indiana,403.01,Crop,70,5440,dt,85527680000,BTU,13.5,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,04019,Pima County,Arizona,9190.67,Crop,70,396,dt,5897232000,BTU,0.04,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01007,Bibb County,Alabama,626.17,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38019,Cavalier County,North Dakota,1509.85,Crop,70,3534,dt,52628328000,BTU,2.34,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,12001,Alachua County,Florida,968.81,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,06085,Santa Clara County,California,1299.18,Crop,70,0,dt,0,BTU,0,15722000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17077,Jackson County,Illinois,602.22,Crop,70,23831,dt,3.74671E+11,BTU,39.57,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05073,Lafayette County,Arkansas,546.09,Crop,70,13850,dt,2.1775E+11,BTU,25.36,15722000,Delta States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,41055,Sherman County,Oregon,831.18,Crop,70,0,dt,0,BTU,0,14892000,Pacific
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,53065,Stevens County,Washington,2540.01,Crop,70,0,dt,0,BTU,0,14892000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,06095,Solano County,California,836.07,Crop,70,3332,dt,52385704000,BTU,3.99,15722000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13245,Richmond County,Georgia,328.59,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19165,Shelby County,Iowa,591.35,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13093,Dooly County,Georgia,397.32,Crop,70,7455,dt,1.17208E+11,BTU,18.76,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05147,Woodruff County,Arkansas,594.1,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18113,Noble County,Indiana,417.43,Crop,70,101123,dt,1.58986E+12,BTU,242.25,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19025,Calhoun County,Iowa,572.11,Crop,70,107036,dt,1.68282E+12,BTU,187.09,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17117,Macoupin County,Illinois,867.7,Crop,70,186170,dt,2.92696E+12,BTU,214.56,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17171,Scott County,Illinois,252.65,Crop,70,67957,dt,1.06842E+12,BTU,268.98,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,56011,Crook County,Wyoming,2865.36,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,12023,Columbia County,Florida,801.32,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,20013,Brown County,Kansas,572.1,Crop,70,184318,dt,2.89785E+12,BTU,322.18,15722000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18091,LaPorte County,Indiana,603.82,Crop,70,116288,dt,1.82828E+12,BTU,192.59,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01061,Geneva County,Alabama,578.95,Crop,70,7451,dt,1.17145E+11,BTU,12.87,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30091,Sheridan County,Montana,1705.96,Crop,70,6421,dt,95621532000,BTU,3.76,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19077,Guthrie County,Iowa,593.06,Crop,70,117564,dt,1.84834E+12,BTU,198.23,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18033,DeKalb County,Indiana,363.86,Crop,70,68490,dt,1.0768E+12,BTU,188.23,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17177,Stephenson County,Illinois,564.77,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,41061,Union County,Oregon,2038.85,Crop,70,0,dt,0,BTU,0,14892000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17045,Edgar County,Illinois,623.93,Crop,70,271107,dt,4.26234E+12,BTU,434.52,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,20029,Cloud County,Kansas,717.99,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18099,Marshall County,Indiana,449.74,Crop,70,120820,dt,1.89953E+12,BTU,268.64,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19159,Ringgold County,Iowa,538.87,Crop,70,28340,dt,4.45561E+11,BTU,52.59,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17005,Bond County,Illinois,382.83,Crop,70,71599,dt,1.12568E+12,BTU,187.03,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13081,Crisp County,Georgia,280.95,Crop,70,5370,dt,84427140000,BTU,19.11,15722000,Southeast
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,48263,Kent County,Texas,902.92,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,16039,Elmore County,Idaho,3101.46,Crop,70,18357,dt,2.88609E+11,BTU,5.92,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,40073,Kingfisher County,Oklahoma,906.04,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13217,Newton County,Georgia,279.2,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19037,Chickasaw County,Iowa,505.66,Crop,70,304788,dt,4.79188E+12,BTU,602.75,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17021,Christian County,Illinois,715.75,Crop,70,385111,dt,6.05472E+12,BTU,538.05,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,40103,Noble County,Oklahoma,742.56,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17183,Vermilion County,Illinois,901.23,Crop,70,323967,dt,5.09341E+12,BTU,359.47,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13021,Bibb County,Georgia,254.91,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30085,Roosevelt County,Montana,2369.5,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18101,Martin County,Indiana,340.41,Crop,70,15392,dt,2.41993E+11,BTU,45.22,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13271,Telfair County,Georgia,444.01,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,10003,New Castle County,Delaware,431.59,Crop,70,743,dt,11064756000,BTU,1.72,14892000,Northeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38013,Burke County,North Dakota,1129.01,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,40031,Comanche County,Oklahoma,1083.86,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18071,Jackson County,Indiana,513.91,Crop,70,96725,dt,1.52071E+12,BTU,188.21,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05107,Phillips County,Arkansas,727.41,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17003,Alexander County,Illinois,252.63,Crop,70,2748,dt,43204056000,BTU,10.88,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01011,Bullock County,Alabama,625.14,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13101,Echols County,Georgia,420.71,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,42055,Franklin County,Pennsylvania,772.9,Crop,70,922,dt,13730424000,BTU,1.19,14892000,Northeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13123,Gilmer County,Georgia,430.96,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38003,Barnes County,North Dakota,1513.4,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17107,Logan County,Illinois,618.93,Crop,70,432359,dt,6.79755E+12,BTU,698.56,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Wheat straw,POLYSYS,47185,White County,Tennessee,379.42,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30071,Phillips County,Montana,5212.05,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18135,Randolph County,Indiana,453.31,Crop,70,141176,dt,2.21957E+12,BTU,311.43,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18117,Orange County,Indiana,408.19,Crop,70,7466,dt,1.1738E+11,BTU,18.29,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13001,Appling County,Georgia,512.26,Crop,70,6622,dt,1.04111E+11,BTU,12.93,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18095,Madison County,Indiana,452.9,Crop,70,117130,dt,1.84152E+12,BTU,258.62,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19133,Monona County,Iowa,698.93,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38009,Bottineau County,North Dakota,1697.72,Crop,70,12242,dt,1.82308E+11,BTU,7.21,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,26085,Lake County,Michigan,574.34,Crop,70,0,dt,0,BTU,0,15722000,Lake States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13209,Montgomery County,Georgia,244.69,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19109,Kossuth County,Iowa,974.32,Crop,70,614785,dt,9.66565E+12,BTU,630.99,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19029,Cass County,Iowa,564.95,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,24019,Dorchester County,Maryland,567.83,Crop,70,701,dt,10439292000,BTU,1.23,14892000,Northeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17133,Monroe County,Illinois,398.36,Crop,70,7623,dt,1.19849E+11,BTU,19.14,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,12073,Leon County,Florida,701.79,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13015,Bartow County,Georgia,469.48,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,37171,Surry County,North Carolina,536.66,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,41021,Gilliam County,Oregon,1222.84,Crop,70,0,dt,0,BTU,0,14892000,Pacific
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30001,Beaverhead County,Montana,5572.94,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05093,Mississippi County,Arkansas,929.98,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30099,Teton County,Montana,2291.94,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13295,Walker County,Georgia,447.04,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30009,Carbon County,Montana,2061.38,Crop,70,5779,dt,86060868000,BTU,2.8,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,04021,Pinal County,Arizona,5374.67,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30019,Daniels County,Montana,1426.67,Crop,70,772,dt,11496624000,BTU,0.54,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19153,Polk County,Iowa,591.53,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,42041,Cumberland County,Pennsylvania,550.31,Crop,70,795,dt,11839140000,BTU,1.44,14892000,Northeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19119,Lyon County,Iowa,587.78,Crop,70,476302,dt,7.48842E+12,BTU,810.34,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19063,Emmet County,Iowa,402.52,Crop,70,170365,dt,2.67848E+12,BTU,423.25,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18161,Union County,Indiana,165.18,Crop,70,38586,dt,6.06649E+11,BTU,233.6,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18021,Clay County,Indiana,360.32,Crop,70,61824,dt,9.71997E+11,BTU,171.58,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,41045,Malheur County,Oregon,9929.79,Crop,70,0,dt,0,BTU,0,14892000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17143,Peoria County,Illinois,630.58,Crop,70,247920,dt,3.8978E+12,BTU,393.16,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18121,Parke County,Indiana,449.99,Crop,70,63375,dt,9.96382E+11,BTU,140.84,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17101,Lawrence County,Illinois,374.14,Crop,70,71795,dt,1.12876E+12,BTU,191.89,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01117,Shelby County,Alabama,809.49,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13019,Berrien County,Georgia,457.88,Crop,70,10191,dt,1.60223E+11,BTU,22.26,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,27125,Red Lake County,Minnesota,432.49,Crop,70,0,dt,0,BTU,0,14892000,Lake States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13085,Dawson County,Georgia,214.41,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,08095,Phillips County,Colorado,688.04,Crop,70,108635,dt,1.70796E+12,BTU,157.89,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,30037,Golden Valley County,Montana,1175.44,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,16029,Caribou County,Idaho,1798.64,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38083,Sheridan County,North Dakota,1005.51,Crop,70,4733,dt,70483836000,BTU,4.71,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05083,Logan County,Arkansas,729.95,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17199,Williamson County,Illinois,444.33,Crop,70,5675,dt,89222350000,BTU,12.77,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19135,Monroe County,Iowa,434.3,Crop,70,8993,dt,1.41388E+11,BTU,20.71,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05041,Desha County,Arkansas,812.71,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18105,Monroe County,Indiana,411.32,Crop,70,1801,dt,28315322000,BTU,4.38,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05029,Conway County,Arkansas,566.5,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18093,Lawrence County,Indiana,451.93,Crop,70,2894,dt,45499468000,BTU,6.4,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,51193,Westmoreland County,Virginia,230.58,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18127,Porter County,Indiana,419.95,Crop,70,75742,dt,1.19082E+12,BTU,180.36,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38023,Divide County,North Dakota,1294.63,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17089,Kane County,Illinois,524.18,Crop,70,121177,dt,1.90514E+12,BTU,231.17,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13165,Jenkins County,Georgia,352.47,Crop,70,11062,dt,1.73917E+11,BTU,31.38,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,24015,Cecil County,Maryland,352.7,Crop,70,0,dt,0,BTU,0,14892000,Northeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19069,Franklin County,Iowa,582.52,Crop,70,314274,dt,4.94102E+12,BTU,539.51,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05067,Jackson County,Arkansas,641.44,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,46089,McPherson County,South Dakota,1151.53,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,27107,Norman County,Minnesota,876.73,Crop,70,0,dt,0,BTU,0,14892000,Lake States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,20079,Harvey County,Kansas,540.72,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18155,Switzerland County,Indiana,223.58,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17065,Hamilton County,Illinois,435.87,Crop,70,67248,dt,1.05727E+12,BTU,154.28,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,09009,New Haven County,Connecticut,616.3,Crop,70,0,dt,0,BTU,0,15722000,Northeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,12005,Bay County,Florida,765.78,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01107,Pickens County,Alabama,890.14,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17057,Fulton County,Illinois,882.64,Crop,70,148402,dt,2.33318E+12,BTU,168.13,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,05091,Miller County,Arkansas,638.27,Crop,70,0,dt,0,BTU,0,15722000,Delta States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17033,Crawford County,Illinois,445.86,Crop,70,72776,dt,1.14418E+12,BTU,163.23,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38043,Kidder County,North Dakota,1432.82,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,06101,Sutter County,California,608.41,Crop,70,0,dt,0,BTU,0,15722000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13099,Early County,Georgia,516.35,Crop,70,19305,dt,3.03513E+11,BTU,37.39,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,13061,Clay County,Georgia,217.24,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,08087,Morgan County,Colorado,1293.87,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,04027,Yuma County,Arizona,5518.96,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,24011,Caroline County,Maryland,324.09,Crop,70,1509,dt,22472028000,BTU,4.66,14892000,Northeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,41013,Crook County,Oregon,2987.04,Crop,70,0,dt,0,BTU,0,14892000,Pacific
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01033,Colbert County,Alabama,623.52,Crop,70,20942,dt,3.2925E+11,BTU,33.59,15722000,Southeast
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,49027,Millard County,Utah,6836.99,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,08123,Weld County,Colorado,4016.75,Crop,70,270746,dt,4.25667E+12,BTU,67.4,15722000,Mountain States
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,12047,Hamilton County,Florida,519.06,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,20001,Allen County,Kansas,505.33,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
near-term,agriculture land,Agricultural residues,Barley straw,POLYSYS,38099,Walsh County,North Dakota,1294.03,Crop,70,5347,dt,79627524000,BTU,4.13,14892000,Northern Plains
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,18109,Morgan County,Indiana,409.43,Crop,70,70631,dt,1.11046E+12,BTU,172.51,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,19001,Adair County,Iowa,570.27,Crop,70,104110,dt,1.63682E+12,BTU,182.56,15722000,Corn Belt
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,01065,Hale County,Alabama,656.5,Crop,70,0,dt,0,BTU,0,15722000,Southeast
near-term,agriculture land,Agricultural residues,Corn stover,POLYSYS,17113,McLean County,Illinois,1186.26,Crop,70,755687,dt,1.18809E+13,BTU,637.03,15722000,Corn Belt
